Deck1,Deck2,Deck1_damage,Deck2_damage,clean_image_no,nsfw_image_no,tx_fee,player_payout,gas_values,gwei_values,Bid,Stake
0.021981250248230357,0.030663282005449974,2,4,55,12,0.00149795089995424,2.3532355221086362e-05,52617,66,0.0586151379366566,0.02813820457868861
0.018790345169054347,0.03318044053130733,0,4,22,18,0.0017119242558520983,1.445649680630519e-05,36509,81,0.056005553286461125,0.030025249722721064
0.024165156420548506,0.03305545270216681,1,6,70,22,0.0015492572249901286,2.9196939782591956e-05,57321,76,0.02902836084835222,0.03092284964983153
0.016854526604304174,0.03712526140458788,1,4,48,0,0.0020936490886874592,1.8805250939061574e-05,58057,76,0.03962454149546654,0.029353791934743606
0.01751377896052346,0.039147422812585264,1,3,19,14,0.0017101958518461447,2.0574176185783285e-05,27337,80,0.03042411704205033,0.025829815598051593
0.022378350564550904,0.03666986449689501,0,4,27,5,0.0019252329794369944,1.686753928025314e-05,31667,76,0.04429222394162266,0.027111238346099333
0.019460785746090937,0.03452031080375818,2,5,50,4,0.0016868612183941261,2.646039066255768e-05,58279,69,0.02311576773722826,0.029905981936210344
0.0235907283389868,0.03933706668919845,1,6,19,10,0.0018165845927368219,2.3801879759809536e-05,56081,77,0.03656964020025495,0.02701803638018365
0.016689969182172137,0.0366346142135861,1,5,93,15,0.0014205913642754342,2.635593212292293e-05,37741,67,0.028310895842491912,0.02763946007185967
0.02134244542706516,0.03969097325187791,0,6,3,1,0.001360449342822495,1.6096578102643907e-05,48762,77,0.027949910133240555,0.027040213222025877
0.017735843329700244,0.03510658162606784,1,3,0,21,0.0015507254465699474,2.4808026839484652e-05,62270,77,0.02731428867227854,0.026042480425761516
0.01948009915030407,0.03250748984790227,2,5,77,3,0.0016945024063881923,3.1852747089776015e-05,30977,65,0.0580699368235565,0.02505773758900388
0.01755702918622067,0.033065721801613594,1,6,51,18,0.0015400281997178017,2.5632989178662013e-05,40227,66,0.03611224803647721,0.030148981538605547
0.01516149170899399,0.03981366634430363,0,3,43,1,0.0017545194606533576,2.1010274472259808e-05,61908,75,0.03592591359352367,0.031170542768340727
0.023980000404243022,0.02810613422089111,2,5,62,19,0.0015911663114526917,2.539401057273312e-05,27488,71,0.0479398955928748,0.02521364294370907
0.021667649051130645,0.03744106090337922,0,3,60,12,0.001525371488657089,3.172326439819464e-05,64340,66,0.05387883959496811,0.03151464416572331
0.016796133131848183,0.029422174518839182,0,3,88,4,0.0016837363985966931,2.2407813622370334e-05,44967,74,0.04159693402657961,0.026930928460398518
0.020342892286830463,0.029251904369887647,0,4,50,17,0.0021887731702588233,1.9385612617540713e-05,48224,71,0.02050990044795519,0.031780784452283925
0.022380241087549324,0.03889355954005787,2,5,30,14,0.0016851352583835142,1.2798082449195856e-05,60622,71,0.04150704957716124,0.025093045992939978
0.02181420472206404,0.035328890485431454,1,5,39,1,0.001618827619321112,1.8771608026231913e-05,60845,68,0.035996401453838894,0.02768115598839821
0.024968013961748865,0.03996707023363753,2,4,68,4,0.002245039842589853,2.8780678373905497e-05,54780,72,0.0234482202407355,0.0310091653650623
0.01725219990425016,0.029726097680739385,1,6,9,2,0.0018667584493879557,3.144602563771561e-05,51106,75,0.04038897718355986,0.029980787501037057
0.022045978063871336,0.02760412024913194,1,3,69,3,0.0021951977335476257,1.493100587118604e-05,57726,78,0.034923898374055094,0.026699915154726177
0.020848155854937385,0.039492778876097395,1,6,19,20,0.0019819348860379516,3.044611174821526e-05,58551,76,0.03183509710562634,0.027672786885646387
0.01733469441289262,0.029855782445775945,0,3,85,9,0.0015577609893672262,2.8841900409533314e-05,52231,80,0.045501762234241995,0.030167770865231834
0.0220656744467648,0.037624414933367496,2,5,65,2,0.0021028789710513278,1.7161755777775125e-05,62071,75,0.04381886076965377,0.027346578847720283
0.017117685567118162,0.03445814247843848,2,5,40,0,0.0013015247449886078,1.9194633668691425e-05,53352,66,0.041036967512820224,0.0315672388798919
0.01551501551705463,0.02728129640309995,2,6,12,14,0.0016666584013799606,1.6757355890994283e-05,26694,78,0.03949416198544549,0.029677908699086458
0.019450353772499502,0.03748921961172178,2,4,22,14,0.0022240808652327143,1.82402686410098e-05,33726,81,0.056273228523091946,0.02674258417588243
0.021189576487995194,0.03439042986351809,1,3,63,15,0.0015693351666179692,1.761784095092235e-05,30612,78,0.050164588379880554,0.029874868158008994
0.015701165158008554,0.03636637581831171,1,5,82,1,0.001908822061380903,1.9916881311476505e-05,36329,81,0.05558372840216871,0.03151634711057989
0.023914132873818196,0.03222665052211032,0,3,29,18,0.0013128016345106024,2.7185914541109e-05,29607,76,0.058575295457006966,0.025139892793831515
0.0218687307496034,0.026686457459578074,0,3,63,15,0.0022342783975904806,1.3220400250343726e-05,26631,77,0.03882491894361213,0.02743575764525733
0.019443067257693653,0.032096055813754486,0,4,50,5,0.0016737379385888215,2.3627078266708743e-05,61700,80,0.055050404908616506,0.026799958449614456
0.02486163948665905,0.029113232861637237,2,6,18,18,0.0014749743542447357,2.692482843312622e-05,54048,81,0.01857864336560281,0.027315737486999007
0.018932874942904132,0.03818090579408281,0,6,13,18,0.0017032438054974267,2.58957262419948e-05,44216,69,0.037949611170138994,0.026555504662426052
0.023124408305506845,0.027418547988388362,1,5,45,9,0.0015187231875255095,2.957896863586094e-05,33165,70,0.0506021998534216,0.025471866016513522
0.017328394424099232,0.031184432051637515,0,4,82,6,0.0017010167188919573,2.26809477678451e-05,23271,73,0.036370523705022556,0.030233342951211425
0.01881124937629788,0.035885586807407,0,4,77,7,0.0018263457227452257,2.953936235849459e-05,60672,67,0.02670883906544764,0.028369063881843314
0.02325255391912471,0.035309824855738844,0,6,56,21,0.002071084472247056,1.3866594479751408e-05,37925,79,0.04401101849793039,0.025867995688510063
0.021589366867112603,0.02808657646549057,0,4,89,20,0.0016353738364692139,2.533072322302301e-05,59958,72,0.05145460511780995,0.02651590040354689
0.023891440491235028,0.039809915052380726,2,3,3,11,0.00194473125859102,2.3952230703727346e-05,28033,72,0.050484518866573215,0.029764934805478753
0.017477328683211973,0.03024750363440596,2,4,8,15,0.0017200904092166003,3.111453616688878e-05,40943,68,0.029788265157638834,0.03186248788949906
0.023446804428134918,0.03656379517148849,2,5,45,7,0.001584726786508521,2.8498767775422124e-05,49467,81,0.04156164885200687,0.028549202232378855
0.015666933434835564,0.030059878143346593,2,5,13,17,0.0020944370695506415,2.68820619253106e-05,30331,67,0.0427819826750795,0.0258892348954837
0.02386058066923924,0.037096534555911664,0,5,34,13,0.0015005459434941006,1.5540224659053788e-05,34665,81,0.024794075473570966,0.028837238785373705
0.023932109777387557,0.03970592597138363,0,4,11,15,0.0019041148895073746,2.8143710243113808e-05,48929,66,0.028543141552004547,0.02727489241581985
0.021129166317835908,0.03712258357906528,2,3,13,16,0.0012927758765376627,2.9393330639705452e-05,32459,70,0.055343991596165966,0.027719642741899808
0.020528439259265785,0.0389026457895687,0,3,22,17,0.001547800616372704,1.6210782398595455e-05,56739,66,0.05788343483860256,0.03054846491718618
0.018450632778738194,0.03487884008567507,2,5,31,4,0.0017993283947724504,1.8382785839365377e-05,32234,68,0.041106348673406214,0.02952951864176216
0.016315037228937304,0.03906889923163076,1,6,26,0,0.0015384433406414773,3.0933227887820834e-05,27459,70,0.04454446054389513,0.030374210315266135
0.024707002116993053,0.03662680411439706,0,6,4,6,0.0013169670856615719,1.6040043524481137e-05,48202,67,0.030008550483878023,0.029597423723066563
0.017073312174751006,0.03685140324433545,1,5,18,10,0.00213456764154933,3.17159475960799e-05,64115,77,0.03756232296468694,0.030181861966563705
0.01757269554803452,0.02970770948443198,1,5,75,9,0.001522563725858075,1.9977638327898672e-05,54747,79,0.0345795717550356,0.027937561076562655
0.01590687992246673,0.026032299250415992,0,6,46,2,0.0021749136397085696,1.717315285331281e-05,64959,77,0.04811377101073447,0.03015219648429842
0.020175514875918774,0.033585833466979055,2,4,53,21,0.001923333889339316,1.6799868496020675e-05,62335,76,0.04834309997686684,0.025474981289122883
0.016451702762696883,0.027019966133527102,1,4,60,17,0.0015584452321056304,3.156466913657499e-05,58589,74,0.04932613043227127,0.02933989021409673
0.017725093566291258,0.033229560544167216,0,5,30,12,0.001862670709443885,2.958506735204159e-05,62356,68,0.03146115581825301,0.02674385174227008
0.017824814146386016,0.029556016174089234,2,6,43,15,0.0014362157619481884,2.5539052074842475e-05,64389,73,0.0381564268421562,0.03113329158500159
0.017832569578115146,0.030900216637303204,2,4,59,0,0.0021907937072940774,1.7167959749421535e-05,27975,72,0.01713243207925243,0.02658071285408696
0.017138289084221367,0.03767601406130808,2,6,19,12,0.001715443621454205,1.5628921268319234e-05,35081,79,0.02045573290479277,0.03182520629790929
0.01914102344724353,0.03823731329712493,2,3,35,12,0.0015093227044823687,2.1592533236503753e-05,38929,67,0.03846585339187881,0.029535899663628778
0.02385556236432477,0.03546757890488354,1,5,37,17,0.0014316695380004302,2.428966667534336e-05,38255,65,0.018006012619991574,0.029564154756200788
0.023305126219084323,0.03569155790894744,1,4,67,0,0.001828328040917938,2.0536144886262216e-05,33947,72,0.016514293026115155,0.025679126605848278
0.017342705439138004,0.029394872719301614,1,5,59,2,0.0018204081775620312,3.0855949271229834e-05,56040,79,0.04661519065987355,0.031933112353032526
0.02060330195005087,0.0391532365437055,0,6,42,23,0.0018780655122703164,2.9300311976985543e-05,62932,67,0.04996536450578502,0.029705069374332968
0.024838702480173787,0.027683139095852054,2,6,81,10,0.0017820927578755278,2.089284131594307e-05,40312,66,0.054083698652377415,0.026279442553408194
0.02164264616431182,0.03540119603622068,1,4,5,9,0.0014597573071677128,2.124724555555463e-05,22415,69,0.03422129066280735,0.02947967912361834
0.016810607140398233,0.027075615689950087,1,3,85,4,0.0020149745373982206,3.027653427759984e-05,38899,70,0.03819144815015296,0.031081929385948007
0.023969071383257115,0.03454876187851489,0,4,84,1,0.0018697126100340584,1.3747385754829837e-05,47517,81,0.028629470807331636,0.02713020990459111
0.021127453443081652,0.0343884182078492,0,3,56,8,0.0022161610335923645,2.2485452481798665e-05,23147,69,0.04901357590832096,0.0313444623380742
0.017331005826522566,0.03848858888514672,2,3,36,4,0.001596682422436017,2.6374123736752244e-05,62610,78,0.030757225884462287,0.030662585899727434
0.016500485940787644,0.03851995792963324,0,3,17,21,0.002240320242759714,1.7110067198900917e-05,61313,71,0.05237129091684799,0.028705742924274164
0.01603622882111681,0.03388712259528246,0,5,26,18,0.00218012357627402,3.077541525321083e-05,43600,67,0.033087016118227314,0.02509400388610425
0.024022747598694025,0.02868964820614704,1,4,27,0,0.001305369268479432,1.5423604318026337e-05,51396,65,0.029271592438773336,0.02889654412190202
0.021083254688313697,0.030223393745764163,2,6,42,23,0.001401504747079359,1.4298583033252715e-05,26065,79,0.025397724154308594,0.027001694079079982
0.023661565668832867,0.03174164237804091,1,3,74,3,0.0021374926080201867,2.6432455694508197e-05,60115,66,0.04038495742899083,0.026171196486265324
0.02361229894645262,0.035377727415800864,0,3,64,18,0.0017024134180560393,2.9396774785474846e-05,26252,65,0.04346586064716658,0.03035863178447562
0.021062310137282405,0.036115914398692044,1,5,19,8,0.001709511972958898,2.1132866693368854e-05,35668,72,0.05802841642839626,0.029412945179273117
0.020832258346161377,0.028874227819426543,2,4,33,9,0.0017880016255159277,2.9223522946546436e-05,35389,68,0.05815727909698452,0.025514050246330206
0.021999500841492554,0.03018296067428647,0,3,33,6,0.0015285768492115418,2.3692033695013525e-05,60345,75,0.04707568874248479,0.029898836887097515
0.016596519047891348,0.032367181900880636,1,3,43,21,0.0017897538380604828,1.4664382450388745e-05,45089,81,0.05258723718217773,0.02715514171182659
0.019400695740248962,0.03333144350749153,0,6,89,23,0.002104843079621661,2.6715127806875046e-05,47088,69,0.03995175697849944,0.03152214387328977
0.02077582308421622,0.03726848944417621,0,5,60,16,0.002194144669767964,2.1887465725426495e-05,22610,67,0.059512244727347174,0.028681026710931538
0.018906423098444973,0.03349613684862174,0,5,70,13,0.0018517616824477194,2.9309349795191774e-05,28164,76,0.029552131329997976,0.02531780062434524
0.01987583628153435,0.03743455590324521,2,5,51,10,0.001967829589390656,2.1475388147180995e-05,30166,76,0.05168852557346186,0.029474787382885045
0.015014985546395363,0.03769865141843832,0,3,29,5,0.0012783466049723564,2.0631443420342233e-05,53367,70,0.04739537326756904,0.027411537583939466
0.02122484785889052,0.030224759411667565,1,4,25,4,0.0012921504794449026,3.070619985971385e-05,52756,80,0.022493671219856216,0.02871530251354101
0.022279349114714016,0.03221109406778501,1,6,55,8,0.0014085576757790102,2.270518049293713e-05,57606,80,0.026027067230532525,0.030028621290261404
0.022592505216486793,0.0347379239977208,2,6,78,15,0.0014404650071356355,2.9312532672920817e-05,50782,70,0.02410971024519904,0.02958837224443528
0.017696517254771442,0.03574436393413876,1,6,78,14,0.001858140517688186,3.087172058498188e-05,26538,76,0.04695618495995719,0.027075830760414945
0.017116771957558705,0.039376044674737896,0,3,91,3,0.001295366079126215,2.187794098669013e-05,38200,78,0.025629914987103992,0.031052049022436023
0.02303052651081015,0.030932478937893877,1,3,47,1,0.0018516749281712115,1.4207481618288925e-05,37627,80,0.04601889372409796,0.0317494322324798
0.01930349660315784,0.039414562326840846,0,4,21,10,0.0016830050726222958,1.8088630771333637e-05,29754,72,0.02151418429589325,0.02521946972609915
0.019773414470783453,0.035866306427119146,2,5,61,11,0.001449172381501558,2.2407224011936788e-05,22524,73,0.05249352175901496,0.029277611592827494
0.017703953442692037,0.029805423626249817,1,3,43,5,0.0021148465830048532,2.277007185860129e-05,60195,72,0.049501217617875154,0.025952160647761905
0.024827316588538678,0.03658419616955953,2,3,4,14,0.0016848901640143597,2.1955598063315088e-05,45377,70,0.03155651679469125,0.030603548477107764
0.020399801446818626,0.030551016671658795,2,5,0,23,0.0021271673684520103,2.4170132568345672e-05,36164,78,0.04060379499579429,0.02756284805097233
0.021201035812980207,0.028958359996649856,1,6,93,11,0.0016673884986826545,2.0874379479324527e-05,50174,81,0.03286264762400918,0.02737703130833794
0.021700322924882238,0.02808096873213367,1,6,31,15,0.0012776135274217553,2.793052519580392e-05,57792,75,0.03033190471275328,0.025372310404085354
0.02315538603191307,0.031656464678787584,2,3,23,16,0.0022176927640166905,1.3918111950601355e-05,40568,78,0.05699121355930902,0.03107238900952756
0.02350976772775225,0.03427017499750788,2,4,44,13,0.0013850747594635821,1.3502022698226102e-05,59932,74,0.023865030785019635,0.025109606705391183
0.022823406234308292,0.03740849346761739,0,3,26,19,0.0014534508127894124,1.2866764033181548e-05,22147,76,0.029805396261147178,0.025863366579040977
0.017766642309719038,0.038317883218080176,1,5,67,17,0.0012830070998181178,2.4507696659760066e-05,23543,74,0.040820297220036036,0.02723974389097425
0.015782601466989878,0.029686159348449405,0,4,15,8,0.0014766692672192553,1.442246156776676e-05,49581,72,0.048897592473147844,0.030041219288521152
0.02353709365079093,0.02730417937260794,0,4,84,21,0.0017841909719190797,2.4865335513291344e-05,52192,80,0.0278386991637437,0.027054354859490957
0.016643406937916837,0.03133178523815689,0,3,23,1,0.0014965177177396665,2.081427398385271e-05,44170,79,0.05247448425930475,0.028991344018906573
0.01726851079109056,0.02714407930047108,2,4,79,8,0.0019532317519075277,2.8055837192467168e-05,39839,67,0.03908434540473523,0.025515849081437697
0.016969643514770878,0.032769175930750606,1,4,19,11,0.0022740623055938413,2.641360046374751e-05,37667,69,0.02297139645203386,0.027614071616351595
0.016277955870719653,0.02762023141852933,0,3,89,19,0.00168210619823658,3.0355685536689332e-05,54399,77,0.01582865091301501,0.027457879001463577
0.022924897012291424,0.0304221596117864,2,6,6,10,0.0015174873484156918,2.5963177967184807e-05,23050,77,0.035375542937180295,0.025285851542129513
0.02173289874850467,0.029852902964006618,2,6,33,12,0.0021636726483405502,1.4482676962358572e-05,49817,66,0.05161259935121645,0.03141732344098279
0.02448972960989384,0.02858088805867113,2,5,44,14,0.0020498721908453832,2.1068707728207933e-05,31499,70,0.05034872611535586,0.026286620942039655
0.01812649872334239,0.02993707859895328,0,5,63,7,0.002235244284122677,1.9057397994732346e-05,34594,75,0.05303373704082778,0.02567874172379003
0.021955566999930343,0.03513175940841676,1,6,17,4,0.0015087031172164296,1.840886526878755e-05,22673,66,0.04132898889332141,0.02704534220629772
0.01579241827025644,0.027591433944914357,1,3,6,3,0.0014805057475620767,2.278780356942881e-05,42314,73,0.04481946070275358,0.027068540905564847
0.015300579008532817,0.0329270738804988,1,5,34,12,0.0015213605704788667,1.987433506529726e-05,56456,81,0.03584402324922764,0.028552403640550617
0.023080146453329436,0.03621588343901654,0,6,14,2,0.0013476109042749721,1.883153533852181e-05,33743,70,0.015500932428654041,0.02982894629602148
0.01921379946507776,0.0345194482240847,0,5,43,15,0.0015671774909468029,3.083657308017084e-05,22092,75,0.0505623473500635,0.02670175624467549
0.02139607452590452,0.029647900312918873,0,5,91,2,0.0022235086933380913,1.77675536905667e-05,48736,67,0.03133903228924302,0.026898963349523346
0.024819325408796673,0.03225582559142386,0,4,23,5,0.0013579920212859868,2.1816307773734432e-05,30920,79,0.04353366264618917,0.029853427065017528
0.017906540564930584,0.030926922686104814,0,3,9,3,0.0013416958759493558,1.2831516667313528e-05,44704,74,0.05290263664372913,0.03051414714044872
0.01825527835534306,0.03524925510509015,2,4,85,11,0.00164381010695167,2.1255617891046175e-05,31302,65,0.04330453002350354,0.026573316429585225
0.01894333662612723,0.03744726326017688,2,4,77,19,0.0020155398794658008,2.6962467934553475e-05,35063,70,0.05799206814700735,0.026505471851159205
0.023006246142726533,0.03906908624600927,1,6,43,15,0.0021565879694076737,1.28908167653427e-05,62678,79,0.03524237180978396,0.028789072762966335
0.02155458026779927,0.03021654587562622,1,4,31,10,0.0013473270535612613,3.173274651448023e-05,35666,78,0.053923518787189574,0.028301518860384862
0.019682289905199272,0.029909801867119442,1,3,57,8,0.002109843257083462,1.7942235613629642e-05,41202,79,0.056026883366104355,0.02906096094639292
0.01978551187797467,0.03686954793216246,2,4,8,21,0.0012552522248902305,2.693547688702285e-05,40773,73,0.0489603885833819,0.030457244744447914
0.020344751570591603,0.02629604698349669,2,4,46,17,0.002034179174226514,2.410482463163003e-05,43740,65,0.048399959407594326,0.029434800962889272
0.01781056939273011,0.03144528806954668,1,3,22,17,0.001908302743178195,2.3548227114441896e-05,23107,68,0.057152200320821245,0.025461449744012325
0.021942816422937068,0.037845327686140115,2,4,11,5,0.0018573299428692876,1.7827130832072966e-05,55105,69,0.0436787968903837,0.026500508423956307
0.018960864137927653,0.029006334371486395,1,6,56,0,0.0014503806793958855,2.0688919950145686e-05,51989,68,0.05532455387767822,0.030708120899917108
0.020882041280106102,0.03178931731155659,1,4,20,9,0.0016437623665498456,2.0689701365501136e-05,61832,66,0.03502179191424702,0.027008757873035298
0.02298493139989509,0.03583112110510369,2,5,36,16,0.0014906587348086058,2.1035423874650018e-05,61812,80,0.03224498526858187,0.02568734738214497
0.023193899732047753,0.038729848230022366,1,5,10,22,0.0017069459305419105,1.5523360566845407e-05,30318,80,0.05107738318884809,0.026536508332194137
0.02370548314621284,0.031131671691249075,2,4,47,22,0.0014540935208786805,2.5250950205814392e-05,34098,69,0.05117326570093019,0.029681988546621126
0.023443818843767714,0.03837881595930969,2,5,4,20,0.0016087327391925762,2.0874080948762488e-05,52770,76,0.03516434995344535,0.0265884067397141
0.02383930151257303,0.03527141194148377,0,6,46,13,0.0021001210660404885,2.8592713992349032e-05,42058,78,0.044788941014879485,0.02715149353898732
0.021615551040276952,0.036089782019395236,1,5,35,10,0.0014069854957242218,3.072718671893278e-05,58001,77,0.056059482453068264,0.029382029300237318
0.017842654343044387,0.030818261970620653,2,5,70,17,0.0016460560660948613,1.9888583274656442e-05,28189,72,0.021237694417171358,0.03187128802522771
0.019821572335771545,0.030876176177809682,2,6,53,17,0.0019023502964182991,1.849890463170843e-05,61990,81,0.01932276440339258,0.027021317722235694
0.022160470057384703,0.030283324887233117,1,4,31,9,0.001609565727912067,2.6509062533138152e-05,54257,70,0.02708173919828675,0.02717920800615747
0.01989858604840734,0.029888109479851804,1,6,62,2,0.0014889880771563587,2.1310994062776502e-05,36519,66,0.047649129495925376,0.025621406963245455
0.021670397461486666,0.03339369042337834,0,5,75,20,0.0014606374405503062,1.4342186061037468e-05,24167,71,0.04079443358785387,0.027162974182571145
0.015020002604892887,0.033005985201727886,2,6,33,5,0.0014144725095148396,2.17536719589273e-05,45462,75,0.03973545845819801,0.03000443950475344
0.019875023300013728,0.0338027142029676,0,3,42,4,0.0017268847782894831,2.661057393523948e-05,32186,69,0.05707463919908467,0.031771266384606416
0.022242540289014172,0.036637864490936145,0,5,79,8,0.0016648375449275234,2.5127747487388235e-05,63100,68,0.03444537300192846,0.030819837096184348
0.021775166631184777,0.035186697105381304,2,5,36,7,0.001615298107452169,2.4390276646634056e-05,46391,81,0.03624356392992045,0.02522130348709544
0.023029120953200005,0.030500404448129206,2,3,5,9,0.0019180318929439902,2.0752791483450385e-05,23554,69,0.025764871114139325,0.026302228704809416
0.01733700841037556,0.026906405917783465,0,6,3,15,0.002011854530687776,2.9400707247147745e-05,46836,79,0.03739226516409816,0.025034463463190552
0.015309761004796736,0.03902987305889509,1,3,93,1,0.0013500171850104239,1.9886339457839143e-05,38374,65,0.04550267223546729,0.027952414353904574
0.01570359423722357,0.030766548681253163,0,3,16,17,0.0013528648498632664,1.8603700411974355e-05,35859,68,0.04522281609747748,0.026814749759885553
0.023663500309234635,0.03460329136794873,0,5,60,10,0.0022343555998507285,1.6111963518837963e-05,23515,67,0.020288498337640737,0.02713062048776705
0.02431385125110872,0.03545968501048357,0,4,18,8,0.002115677534065317,2.2665720809398206e-05,41877,69,0.03672960754235742,0.025704162549352847
0.01845641639691082,0.03161435100871207,2,4,52,9,0.0016894938091164707,2.592053858105477e-05,27760,80,0.03864162959266912,0.03192345466848688
0.024821862827194365,0.03226336786710615,0,6,63,17,0.001485508937117834,1.6698411273010024e-05,63292,77,0.04832952426515726,0.02627554800195615
0.020210365607589636,0.036525243208383185,1,6,44,1,0.0017381543696374682,2.0139405787755202e-05,36391,76,0.04391897529165199,0.031261342393683576
0.023812067487419805,0.030965296829791086,2,3,74,12,0.0014096617471684495,1.4426265358054497e-05,27265,73,0.03843383646957354,0.029737990062911498
0.021773873927782017,0.028214104733060397,1,3,74,12,0.0014708746770392643,3.1301107660552284e-05,28689,74,0.03758167796745331,0.02888498102396889
0.015802941131211258,0.0394418195238713,1,6,23,18,0.002093520349009255,1.4793418022307452e-05,59107,74,0.02436170323629336,0.03169412436977657
0.018583156521193744,0.0332145963345546,1,5,39,5,0.00136170759772416,1.5621765256274058e-05,52794,67,0.025637575680030195,0.03195863671329614
0.018897545345744303,0.03279198759664991,1,4,60,14,0.0016465267311501623,1.6333029135840737e-05,41395,75,0.05687540618128768,0.031832018944912416
0.019337589223612933,0.03239867105324358,1,6,82,22,0.0021555580565323588,2.5335932836782205e-05,59215,65,0.05493801503118484,0.031543330393960525
0.016849774315064944,0.03954050256614857,2,6,17,16,0.0022600894469038428,2.5045920636864623e-05,58421,78,0.040638128275070046,0.02575763598987745
0.020627738735842498,0.035144841501536725,0,4,42,12,0.00203651714497319,3.182020669507778e-05,36048,73,0.01991215798738486,0.031878280131444524
0.02433952764049833,0.034426387384705534,1,6,31,14,0.0012990403825730728,1.4416696094976288e-05,45301,73,0.016535782952179657,0.03104557469178779
0.020983750508526976,0.035293627818606066,0,4,33,19,0.0014691897507322308,2.4188804904957762e-05,54311,76,0.02368917660628299,0.030028723743133895
0.015695320246440256,0.030508386012009975,2,5,41,15,0.0015515656712092821,1.654706910569128e-05,45047,77,0.05280835099194663,0.02570687603544847
0.023161186592560327,0.03261502737507589,2,5,28,19,0.0012535561038213173,2.3488186540435086e-05,54535,69,0.04034355316571114,0.027052545352222315
0.018791761828723504,0.029019227856275913,1,3,30,5,0.002241869223063923,1.394796854033865e-05,46425,66,0.03767792446659005,0.026605485178261036
0.019200966643414214,0.030830627622744466,0,4,2,14,0.0015717618078403422,1.6428734632173154e-05,52535,72,0.015406654312831558,0.027313484051105598
0.016166751525476322,0.03403015089580564,0,4,77,1,0.0022714594975836323,2.997769599484318e-05,24305,69,0.04421834284614911,0.02546516369987017
0.023795500106536777,0.027760013013747982,0,4,44,3,0.002244060075457051,1.3941789726813411e-05,24203,75,0.03371346601391709,0.02577518991643341
0.015146429784421286,0.03825474242308781,2,4,43,20,0.002148391127074112,3.1945827049888976e-05,31408,76,0.051167140545965724,0.029281794453433
0.018317392568401328,0.03418653097134191,2,4,88,3,0.0015951443367713358,1.4746772416899831e-05,48305,76,0.04858918099960756,0.028571557917033162
0.0219070648648255,0.03777489328074132,2,6,33,8,0.0019960472363440584,2.48708865441039e-05,63392,67,0.052052105437702674,0.03170830085914596
0.024648039279350373,0.027913397438156382,1,5,78,10,0.0019338364690403708,1.6420210301189984e-05,28105,74,0.03521141663471591,0.03055812377192218
0.024890060951470384,0.039464086779785815,1,4,47,19,0.0015970364511360992,1.4805973081880254e-05,53224,74,0.028250964995229742,0.03153563818018109
0.02014185409712929,0.0340577805836691,0,4,64,19,0.0014267439109646595,2.247220940380345e-05,38329,80,0.026052642901303314,0.028643288897933345
0.022757543341388256,0.03439045515465518,0,6,21,6,0.0012800860170724133,2.6578900969392278e-05,56416,81,0.020405702854342206,0.03024837408332688
0.023558697682399824,0.031188074095834316,2,5,17,13,0.0013832036166128603,2.458647523217088e-05,25328,67,0.017122729254459238,0.02694906148402744
